0;#;FORM;LEMMA;POS;GRAM;COMMENT;CHECKED;CONTEXT;RIGHT1;RIGHT2;RIGHT3;RIGHT4;RIGHT5;RIGHT6;RIGHTLEMMA;AUTO_LEMMA;AUTO_POS;AUTO_GRAM
46528;;все;ВЕСЬ;ANUM;nom sg plen - -;;;что профиль и все такое , и;е;с;в;;;;Ь;ВЕСЬ;A;- nom pl plen - -
46715;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47004;;все;ВЕСЬ;ANUM;- nom pl plen - -;;; выпустила  все те негативные эмоции;е;с;в;;;;Ь;ВЕСЬ;A;- nom pl plen - -
47050;;все;ВЕСЬ;ANUM;acc pl plen - inan;;;когда я сдала все экзамены , подсчитала;е;с;в;;;;Ь;ВЕСЬ;A;- acc pl plen - inan
46718;"<distinct form=""вэпэша"">";;;;;;;;;;;;;;;;;
46719;;на;НА;PR;;;;, я приехала на ВПШ  и;а;н;;;;;А;НА;PR;
46720;;ВПШ;ВПШ;NONLEX;loc;;;я приехала на ВПШ  и такая;Ш;П;В;;;;Ш;ВПШ;NONLEX;NONLEX
46721;</distinct>;;;;;;;;;;;;;;;;;
46722;;и;И;CONJ;CONJ;;;"на ВПШ  и такая 	 блин";и;;;;;;И;И;CONJ;CONJ
46723;;такая;ТАКОЙ;APRO;- nom sg plen f -;;;"ВПШ  и такая 	 блин ,";я;а;к;а;т;;Й;ТАКОЙ;A;- nom sg plen f -
46724;;"	";"	";PUNCT;;;;;"	";;;;;;"	";_;_;0
47054;;все;ВЕСЬ;ANUM; acc pl plen - -;;;экзамены , подсчитала все свои баллы ,;е;с;в;;;;Ь;ВЕСЬ;A;- nom pl plen - -
46726;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47390;;все;ВЕСЬ;ANUM; acc pl plen - -;;;начала пытаться читать все тексты к семинарам;е;с;в;;;;Ь;ВЕСЬ;A;- nom pl plen - -
48158;;все;ВЕСЬ;ANUM; nom sg plen n inan -;;;, и это все реально интересно .;е;с;в;;;;Ь;ВСЕ;S;- - nom pl
46729;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46730;"<distinct form=""яяя"">";;;;;;;;;;;;;;;;;
46731;;а;А;CONJ;;;;все ботают , а я  тут;а;;;;;;А;А;CONJ;
47926;;той;ТОТ;PRO;- gen sg plen f -;;;мероприятия , типа той же ВПШ ;й;о;т;;;;Т;ТОТ;A;- gen sg plen f -
46733;</distinct>;;;;;;;;;;;;;;;;;
46734;;тут;ТУТ;ADVPRO;-;;;а я  тут вот chill (;т;у;т;;;;Т;ТУТ;ADV;-
46735;"<distinct form=""чиллить"">";;;;;;;;;;;;;;;;;
46736;;вот;ВОТ;PART;;;;я  тут вот chill ( отдыхать;т;о;в;;;;Т;ВОТ;PART;
46737;;chill;CHILL;NONLEX;NONLEX;;; тут вот chill ( отдыхать );l;l;i;h;c;;L;CHILL;NONLEX;NONLEX
46738;;(;(;PUNCT;;;;;(;;;;;;(;(;_;_
46529;;такое;ТАКОЙ;APRO; nom sg plen n inan -;;;профиль и все такое , и надо;е;о;к;а;т;;Й;ТАКОЙ;A;- acc sg plen n inan
46740;;););PUNCT;;;;;);;;;;;););_;_
46741;</distinct>;;;;;;;;;;;;;;;;;
47163;;третьего;ТРЕТИЙ;NUM;- gen sg plen m -;;;, августа.. а третьего августа должны были;о;г;е;ь;т;е;Й;ТРЕТИЙ;A;- gen sg plen m -
46743;;в;В;PR;PR;;;)  поехала в Москву . ;в;;;;;;В;В;PR;PR
47172;;третьего;ТРЕТИЙ;NUM;- gen sg plen m -;;;, и я третьего августа в Грузии;о;г;е;ь;т;е;Й;ТРЕТИЙ;A;- gen sg plen m -
46745;;.;.;PUNCT;SENT;;;поехала в Москву .  Ну ладно;.;;;;;;.;.;SENT;SENT
46746;;;;;;;;;;;;;;;;;;
46747;;Ну;НУ;PART;PART;;;Москву .  Ну ладно . ;у;Н;;;;;У;НУ;PART;PART
46748;;ладно;ЛАДНО;PART;PART;;;.  Ну ладно .  Эээ;о;н;д;а;л;;О;ЛАДНО;PART;PART
46749;;.;.;PUNCT;SENT;;; Ну ладно .  Эээ ,;.;;;;;;.;.;SENT;SENT
46750;;;;;;;;;;;;;;;;;;
46751;;Эээ;ЭЭЭ;NONLEX;NONLEX;;;ладно .  Эээ , меня это;э;э;Э;;;;Э;ЭЭЭ;NONLEX;NONLEX
46752;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47627;;второй;ВТОРОЙ;NUM;- nom sg plen m -;;;боялась , что второй курс будет очень;й;о;р;о;т;в;Й;ВТОРОЙ;A;- nom sg plen m -
47644;;второй;ВТОРОЙ;NUM;- acc sg plen m inan;;;уже перешла на второй курс , успешно;й;о;р;о;т;в;Й;ВТОРОЙ;A;- acc sg plen m inan
47984;;каких-то;КАКОЙ-ТО;APRO;- gen pl plen - -;;;воспоминаний , вот каких-то живых . ;о;т;-;х;и;к;О;КАКОЙ-ТО;A;- gen pl plen - -
46756;;очень;ОЧЕНЬ;ADV;-;;;меня это дело очень затянуло , мне;ь;н;е;ч;о;;Ь;ОЧЕНЬ;ADV;-
47659;;второй;ВТОРОЙ;NUM;- nom sg plen m -;;;Думала , что второй курс будет очень;й;о;р;о;т;в;Й;ВТОРОЙ;A;- nom sg plen m -
46758;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47993;;свою;СВОЙ;APRO;- acc sg plen f -;;;ты пытаешься разбавить свою вот эту учебную;ю;о;в;с;;;Й;СВОЙ;A;- acc sg plen f -
47995;;эту;ЭТОТ;PRO;- acc sg plen f -;;;разбавить свою вот эту учебную жизнь какими-то;у;т;э;;;;Т;ЭТОТ;A;- acc sg plen f -
46761;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47721;;первой;ПЕРВЫЙ;NUM;gen sg plen f -;;;да , с первой .  Ну;й;о;в;р;е;п;Й;ПЕРВЫЙ;A;- loc sg plen f -
47998;;какими-то;КАКОЙ-ТО;APRO;- ins pl plen - -;;;эту учебную жизнь какими-то активностями , какими-то;о;т;-;и;м;и;О;КАКОЙ-ТО;A;- ins pl plen - -
46764;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46765;;что;ЧТО;CONJ;CONJ;;;я поняла , что психология куда более;о;т;ч;;;;О;ЧТО;CONJ;CONJ
48001;;какими-то;КАКОЙ-ТО;APRO;- ins pl plen - -;;;какими-то активностями , какими-то мероприятиями , волонтерством;о;т;-;и;м;и;О;КАКОЙ-ТО;A;- ins pl plen - -
46767;;куда;КУДА;ADVPRO;-;;;, что психология куда более широкая ,;а;д;у;к;;;А;КУДА;ADV;-
46768;;более;БОЛЕЕ;ADV;-;;;что психология куда более широкая , чем;е;е;л;о;б;;Е;БОЛЕЕ;ADV;-
48028;;твоя;ТВОЙ;APRO;- nom sg plen f -;;;это и есть твоя жизнь , и;я;о;в;т;;;Й;ТВОЙ;A;- nom sg plen f -
46770;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
47149;;второго;ВТОРОЙ;NUM;gen sg plen m -;;;потом  я второго сентября уезжала в;о;г;о;р;о;т;Й;ВТОРОЙ;A;- gen sg plen m -
48132;;прям;ПРЯМОЙ;ADV;- - sg brev m -;;;интересный , ты прям видишь как его;м;я;р;п;;;Й;ПРЯМОЙ;A;- - sg brev m -
48140;;прям;ПРЯМОЙ;ADV;- - sg brev m -;;;применять , ты прям видишь как его;м;я;р;п;;;Й;ПРЯМОЙ;A;- - sg brev m -
48160;;интересно;ИНТЕРЕСНЫЙ;ADV;- - sg brev n -;;;"это все реально интересно .  	";о;н;с;е;р;е;Й;ИНТЕРЕСНЫЙ;A;- - sg brev n -
46775;;до;ДО;PR;PR;;;я себе представляла до этого . ;о;д;;;;;О;ДО;PR;PR
47156;;третьего;ТРЕТИЙ;NUM; gen sg plen m anim;;;Грузию , а третьего.. ой , августа;.;.;о;г;е;ь;Й;ТРЕТИЙ..;A;- acc sg plen m anim
46777;;.;.;PUNCT;SENT;;;представляла до этого .  И такая;.;;;;;;.;.;SENT;SENT
46778;;;;;;;;;;;;;;;;;;
46779;;И;И;CONJ;CONJ;;;этого .  И такая : «;И;;;;;;И;И;CONJ;CONJ
46780;;такая;ТАКОЙ;APRO;- nom sg plen f -;;;.  И такая : « нет;я;а;к;а;т;;Й;ТАКОЙ;A;- nom sg plen f -
46781;;:;:;PUNCT;;;;;:;;;;;;:;:;:;:
46782;;«;«;PUNCT;;;;;«;;;;;;«;«;_;_
46783;;нет;НЕТ;PART;PART;;;такая : « нет , все ,;т;е;н;;;;Т;НЕТ;PART;PART
46784;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46785;;все;ВСЕ;INTJ;INTJ;;;« нет , все , точно факультет;е;с;в;;;;Е;ВСЕ;S;- - acc pl
46786;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46787;"<distinct form=""психфак"">";;;;;;;;;;;;;;;;;
46788;;точно;ТОЧНО;PART;;;;, все , точно факультет психологии ;о;н;ч;о;т;;О;ТОЧНО;PART;
46597;;11;11;NUM;- - -;;;и  до 11 класса была уверена;1;1;;;;;1;11;NUM;- - -
47110;;десять;ДЕСЯТЬ;NUM;acc - -;;;там еще  десять баллов за всякие;ь;т;я;с;е;д;Ь;ДЕСЯТЬ;NUM;acc - -
46791;</distinct>;;;;;;;;;;;;;;;;;
46792;;»;»;PUNCT;;;;;»;;;;;;»;»;_;_
46793;"<distinct form=""началаа"">";;;;;;;;;;;;;;;;;
46794;;и;И;CONJ;;;;психологии  » и начала  усиленно;и;;;;;;И;И;CONJ;
47176;;весь;ВЕСЬ;NUM;- nom sg plen m -;;;августа в Грузии весь день вот так;ь;с;е;в;;;Ь;ВЕСЬ;A;- nom sg plen m -
46796;</distinct>;;;;;;;;;;;;;;;;;
46797;;усиленно;УСИЛЕННО;ADV;-;;;и начала  усиленно ботать.  ;о;н;н;е;л;и;О;УСИЛЕННО;ADV;-
47326;;семь;СЕМЬ;NUM;acc - -;;;общежитие  в семь , в лучшем;ь;м;е;с;;;Ь;СЕМЬ;NUM;acc - -
46799;;;;;;;;;;;;;;;;;;
46800;"<speech role=""Мася@"" />";;;;;;;;;;;;;;;;;
46801;;:;:;PUNCT;;;;;:;;;;;;:;:;:;:
46802;;"	";"	";PUNCT;;;;;"	";;;;;;"	";_;_;0
47332;;девять;ДЕВЯТЬ;NUM;acc - -;;;лучшем случае в девять ты свободен от;ь;т;я;в;е;д;Ь;ДЕВЯТЬ;NUM;acc - -
47525;;все;ВЕСЬ;NUM;- nom pl plen - -;;;дело , что все мы поступили в;е;с;в;;;;Ь;ВЕСЬ;A;- nom pl plen - -
46805;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46806;;что;ЧТО;CONJ;CONJ;;;Понятное дело , что вот к весенним;о;т;ч;;;;О;ЧТО;CONJ;CONJ
46807;;вот;ВОТ;PART;PART;;;дело , что вот к весенним каникулам;т;о;в;;;;Т;ВОТ;PART;PART
46808;;к;К;PR;PR;;;, что вот к весенним каникулам у;к;;;;;;К;К;PR;PR
47685;;девяти;ДЕВЯТЬ;NUM;gen - -;;;, нет никаких девяти пар в день;и;т;я;в;е;д;Ь;ДЕВЯТЬ;NUM;loc - -
47696;;девяти;ДЕВЯТЬ;NUM;gen - -;;;ээ , с девяти до девяти ,;и;т;я;в;е;д;Ь;ДЕВЯТЬ;NUM;loc - -
46811;;у;У;PR;PR;;;к весенним каникулам у меня мотивация очень;у;;;;;;У;У;PR;PR
47698;;девяти;ДЕВЯТЬ;NUM;gen - -;;;с девяти до девяти , нет ,;и;т;я;в;е;д;Ь;ДЕВЯТЬ;NUM;loc - -
47712;;четыре;ЧЕТЫРЕ;NUM;nom - -;;;как бы да , четыре пары подряд .;е;р;ы;т;е;ч;Е;ЧЕТЫРЕ;NUM;nom - -
46814;;очень;ОЧЕНЬ;ADV;-;;;у меня мотивация очень резко упала потому;ь;н;е;ч;о;;Ь;ОЧЕНЬ;ADV;-
46815;;резко;РЕЗКО;ADV;-;;;меня мотивация очень резко упала потому ,;о;к;з;е;р;;О;РЕЗКО;ADV;-
47761;;десять;ДЕСЯТЬ;NUM;acc - -;;;Китай-городе , за десять минут ты объективно;ь;т;я;с;е;д;Ь;ДЕСЯТЬ;NUM;acc - -
46817;;потому;ПОТОМУ;ADVPRO;-;;;очень резко упала потому , что я;у;м;о;т;о;п;У;ПОТОМУ;ADV;-
46818;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46819;;что;ЧТО;CONJ;CONJ;;;упала потому , что я очень устала;о;т;ч;;;;О;ЧТО;CONJ;CONJ
46498;;классе;КЛАСС;S;m inan loc2 sg 3p;;; Ладно , классе  так ;е;с;с;а;л;к;С;КЛАСС;S;m inan loc sg
46821;;очень;ОЧЕНЬ;ADV;-;;;, что я очень устала , меня;ь;н;е;ч;о;;Ь;ОЧЕНЬ;ADV;-
46526;;профиль;ПРОФИЛЬ;S;m inan nom sg;;;потому , что профиль и все такое;ь;л;и;ф;о;р;Ь;ПРОФИЛЬ;S;m inan nom sg
46823;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46543;;людям;ЧЕЛОВЕК;S;m anim dat pl;;;что хочу помогать людям .  Потом;м;я;д;ю;л;;К;ЧЕЛОВЕК;S;m anim dat pl
46553;;боязнь;БОЯЗНЬ;S;f inan nom sg;;;, у меня боязнь крови , значит;ь;н;з;я;о;б;Ь;БОЯЗНЬ;S;f inan nom sg
46826;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46554;;крови;КРОВЬ;S;f inan gen sg;;;у меня боязнь крови , значит ;и;в;о;р;к;;Ь;КРОВЬ;S;f inan gen sg
46828;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46559;;медика;МЕДИК;S;m anim acc sg;;;"значит  на медика  	 ,";а;к;и;д;е;м;К;МЕДИК;S;m anim acc sg
46830;;вокруг;ВОКРУГ;PR;PR;;;эмммм , всё вокруг потому , что;г;у;р;к;о;в;Г;ВОКРУГ;PR;PR
46831;;потому;ПОТОМУ;ADVPRO;-;;;, всё вокруг потому , что нагрузки;у;м;о;т;о;п;У;ПОТОМУ;ADV;-
46832;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46833;;что;ЧТО;CONJ;CONJ;;;вокруг потому , что нагрузки мно.. много;о;т;ч;;;;О;ЧТО;CONJ;CONJ
46568;;психологом;ПСИХОЛОГ;S;m anim ins sg;;;"	 значит пойду психологом , окей .	.";м;о;г;о;л;о;Г;ПСИХОЛОГ;S;m anim ins sg
46835;;мно;МНО;NONLEX;;слитно;;, что нагрузки мно.. много , отдыха;.;.;о;н;м;;О;МНО..;S;n inan nonflex nonflex
46836;;много;МНОГО;ADV;-;;;что нагрузки мно.. много , отдыха мало;о;г;о;н;м;;О;МНОГО;ADV;-
46837;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46507;;том;ТО;PRO;n - loc sg;;;я задумалась о том , кем я;м;о;т;;;;О;ТО;S;n - loc sg
46839;;мало;МАЛО;ADV;-;;;много , отдыха мало , еды мало;о;л;а;м;;;О;МАЛО;ADV;-
46840;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46575;;Начала;НАЧАЛО;S;n inan nom pl;;;".	. : 	 Начала   google";а;л;а;ч;а;Н;О;НАЧАЛО;S;n inan nom pl
46842;;мало;МАЛО;ADV;-;;;мало , еды мало , всего мало;о;л;а;м;;;О;МАЛО;ADV;-
46843;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46598;;класса;КЛАСС;S;m inan adnum sg;;; до 11 класса была уверена ,;а;с;с;а;л;к;С;КЛАСС;S;m inan gen sg
46845;;мало;МАЛО;ADV;-;;;мало , всего мало , только нагрузки;о;л;а;м;;;О;МАЛО;ADV;-
46846;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46847;;только;ТОЛЬКО;PART;PART;;;всего мало , только нагрузки много .;о;к;ь;л;о;т;О;ТОЛЬКО;PART;PART
46606;;общество;ОБЩЕСТВО;S;n inan acc sg;;;мне надо будет общество сдавать и такая;о;в;т;с;е;щ;О;ОБЩЕСТВО;S;n inan nom sg
46849;;много;МНОГО;ADV;-;;;, только нагрузки много .  Почему-то;о;г;о;н;м;;О;МНОГО;ADV;-
46850;;.;.;PUNCT;SENT;;;только нагрузки много .  Почему-то только;.;;;;;;.;.;SENT;SENT
46851;;;;;;;;;;;;;;;;;;
46852;;Почему-то;ПОЧЕМУ-ТО;ADVPRO;-;;;много .  Почему-то только нагрузки всегда;о;т;-;у;м;е;О;ПОЧЕМУ-ТО;ADV;-
46853;;только;ТОЛЬКО;PART;PART;;;.  Почему-то только нагрузки всегда много;о;к;ь;л;о;т;О;ТОЛЬКО;PART;PART
46612;;общество;ОБЩЕСТВО;S;n inan nom sg;;;"такая тип 	 общество ! 	 .";о;в;т;с;е;щ;О;ОБЩЕСТВО;S;n inan nom sg
46855;;всегда;ВСЕГДА;ADV;-;;;Почему-то только нагрузки всегда много . ;а;д;г;е;с;в;А;ВСЕГДА;ADV;-
46856;;много;МНОГО;ADV;-;;;только нагрузки всегда много .  Вот;о;г;о;н;м;;О;МНОГО;ADV;-
46857;;.;.;PUNCT;SENT;;;нагрузки всегда много .  Вот ,;.;;;;;;.;.;SENT;SENT
46858;;;;;;;;;;;;;;;;;;
46859;;Вот;ВОТ;PART;PART;;;много .  Вот , и я;т;о;В;;;;Т;ВОТ;PART;PART
46860;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46861;;и;И;CONJ;CONJ;;; Вот , и я начала ботать;и;;;;;;И;И;CONJ;CONJ
46623;;биология;БИОЛОГИЯ;S;f inan acc sg;;;, что нужна биология , и я;я;и;г;о;л;о;Я;БИОЛОГИЯ;S;f inan nom sg
46629;;биологию;БИОЛОГИЯ;S;f inan acc sg;;;я начала ботать биологию .  А;ю;и;г;о;л;о;Я;БИОЛОГИЯ;S;f inan acc sg
46570;;окей;ОКЕЙ;PARENTH;m anim nom sg;;;"пойду психологом , окей .	. : 	";й;е;к;о;;;Й;ОКЕЙ;S;m anim nom sg
46865;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46638;;папа;ПАПА;S;m anim nom sg;;; всезнающий  папа рассказал мне про;а;п;а;п;;;А;ПАПА;S;m anim nom sg
46867;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46589;;этого;ЭТО;PRO;n - dat sg;;;, что для этого надо сдать ,;о;г;о;т;э;;О;ЭТО;S;n - gen sg
46869;;потому;ПОТОМУ;ADVPRO;-;;;ботать , ботать потому , что у;у;м;о;т;о;п;У;ПОТОМУ;ADV;-
46870;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46871;;что;ЧТО;CONJ;CONJ;;;ботать потому , что у меня появилась;о;т;ч;;;;О;ЧТО;CONJ;CONJ
46872;;у;У;PR;PR;;;потому , что у меня появилась мотивация;у;;;;;;У;У;PR;PR
46643;;ВПШ;ВПШ;S;loc;;;рассказал мне про ВПШ  . ;Ш;П;В;;;;Ш;ВПШ;NONLEX;NONLEX
46650;;папа;ПАПА;S;m anim nom sg;;;Да , мне папа рассказал про ВПШ;а;п;а;п;;;А;ПАПА;S;m anim nom sg
46654;;ВПШ;ВПШ;S;loc;;;папа рассказал про ВПШ  , и;Ш;П;В;;;;Ш;ВПШ;NONLEX;NONLEX
46876;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46678;;заявку;ЗАЯВКА;S;f inan acc sg;;;.  Написала заявку , оказалось ,;у;к;в;я;а;з;А;ЗАЯВКА;S;f inan acc sg
46684;;одиннадцатиклассников;ОДИННАДЦАТИКЛАССНИК;S;m anim gen pl;;;, что обычно одиннадцатиклассников не берут ,;в;о;к;и;н;с;К;ОДИННАДЦАТИКЛАССНИК;S;m anim gen pl
46879;"<distinct form=""ааа"">";;;;;;;;;;;;;;;;;
46880;;,;,;PUNCT;;;;;,;;;;;;,;,;,;
46881;;а;А;CONJ;CONJ;;;появилась цель , а  , потом;а;;;;;;А;А;CONJ;CONJ
46882;</distinct>;;;;;;;;;;;;;;;;;
46883;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46884;;потом;ПОТОМ;ADVPRO;-;;;а  , потом я ходила сдавать;м;о;т;о;п;;М;ПОТОМ;ADV;-
46711;;каникулы;КАНИКУЛЫ;S;- inan acc pl;;;вес.. в весенние каникулы , в общем;ы;л;у;к;и;н;Ы;КАНИКУЛЫ;S;- inan acc pl
46744;;Москву;МОСКВА;S;f inan acc sg;;; поехала в Москву .  Ну;у;в;к;с;о;М;А;МОСКВА;S;f inan acc sg
46755;;дело;ДЕЛО;S;n inan nom sg;;;, меня это дело очень затянуло ,;о;л;е;д;;;О;ДЕЛО;S;n inan nom sg
46766;;психология;ПСИХОЛОГИЯ;S;f inan nom sg;;;поняла , что психология куда более широкая;я;и;г;о;л;о;Я;ПСИХОЛОГИЯ;S;f inan nom sg
46789;;факультет;ФАКУЛЬТЕТ;S;m inan nom sg;;;все , точно факультет психологии  »;т;е;т;ь;л;у;Т;ФАКУЛЬТЕТ;S;m inan acc sg
46790;;психологии;ПСИХОЛОГИЯ;S;f inan gen sg;;;, точно факультет психологии  » и;и;и;г;о;л;о;Я;ПСИХОЛОГИЯ;S;f inan gen sg
46891;;,;,;PUNCT;;;;;,;;;;;;,;,;,;,
46892;;ну;НУ;PART;PART;;;нудные экзамены , ну типа  ЕГЭ;у;н;;;;;У;НУ;PART;PART
